STT,SOBAODANH,Toán,Văn,Lí,Hóa,Sinh,Sử,Địa,Giáo dục công dân,Ngoại ngữ,Mã môn ngoại ngữ
492,1018533,8.4,,5.0,,,,,,8.4,N1
493,1018534,5.0,7.25,,,,4.25,8.0,,5.2,N1
494,1018535,2.8,5.5,,,,4.75,3.75,7.0,,
495,1018537,6.6,6.5,,,,3.75,,6.0,,
496,1018538,,5.25,,,,4.5,5.0,7.0,,
497,1018539,3.6,5.75,,,,5.5,6.5,,,
498,1018540,,9.25,,,,7.75,6.75,8.5,,
499,1018542,,8.0,,,,9.0,9.0,,,
500,1018543,8.4,,7.75,7.75,,,,,,
501,1018546,5.6,8.5,,,,4.5,,7.0,,
502,1018547,6.4,8.25,,,,,,,8.2,N1
503,1018548,7.6,9.5,,,,,,,5.8,N1
504,1018549,7.6,,4.5,6.25,,,,,,
505,1018550,8.6,9.25,,,,,,,7.2,N1
506,1018551,7.2,9.0,,,,,4.75,,7.2,N1
507,1018552,8.2,8.75,,,,,,,6.0,N1
508,1018553,6.6,7.5,,,,8.75,,,7.4,N1
509,1018554,,4.0,,,,5.5,5.0,6.5,,
510,1018555,8.2,8.0,,,,,,,7.6,N1
511,1018556,4.0,,3.0,4.25,,,,,,
512,1018557,7.4,8.5,,,,,,,7.0,N1
513,1018558,,7.25,,,,6.5,6.25,,,
514,1018559,,7.0,,,,7.25,7.5,7.75,,
515,1018560,,5.5,,,,5.5,5.75,,,
516,1018562,7.8,,3.25,8.0,7.0,,,,,
517,1018563,8.0,6.75,,,,,,,6.6,N1
518,1018564,,4.0,,,,7.5,8.0,,,
519,1018565,7.8,6.0,7.5,3.25,2.0,,,,7.6,N1
520,1018567,,4.0,,,,4.25,6.75,,,
521,1018569,4.6,,4.5,,,,,,6.4,N1
522,1018570,,5.75,,,,4.25,7.25,,,
523,1018571,,5.25,,,,5.75,8.75,8.75,,
524,1018572,7.8,9.25,,,,6.0,9.0,,7.2,N1
525,1018573,8.0,8.0,,,,6.0,8.5,7.75,7.0,N1
526,1018574,3.0,5.5,,,,4.0,4.75,7.0,,
527,1018575,,5.5,,,,4.75,8.0,,,
528,1018576,5.4,6.75,,,,3.75,5.25,7.5,,
529,1018577,8.0,,5.0,5.0,,,,,5.4,N1
530,1018579,,3.25,,,,5.0,8.0,,,
531,1018580,,4.25,,,,6.0,7.75,,,
532,1018581,6.2,8.5,,,,9.25,9.0,,,
533,1018582,4.8,6.0,,,,6.25,7.25,8.25,,
534,1018583,7.8,,,8.75,8.5,,,,,
535,1018585,,6.25,,,,7.0,6.5,7.0,,
536,1018586,,5.25,,,,5.75,6.75,6.0,,
537,1018588,,8.25,,,,7.25,7.5,,,
538,1018590,,8.5,,,,8.75,8.75,,,
539,1018591,,5.25,,,,3.75,6.5,,,
540,1018592,7.8,,8.5,8.75,,,,,,
541,1018593,4.2,8.5,,,,8.0,,,6.6,N1
542,1018594,,8.75,,,,,,,,
543,1018595,8.2,7.5,,,,,,,8.0,N1
544,1018596,7.8,9.25,,,,,,,8.2,N1
545,1018597,,8.0,,,,8.25,,,6.2,N1
546,1018598,7.2,8.0,,,,7.75,,,5.8,N1
547,1018599,2.6,3.25,,,,5.25,7.0,,,
548,1018600,3.2,8.75,,,,5.75,6.0,,,
549,1018602,6.8,8.5,,,,,,,7.4,N1
550,1018603,8.2,8.0,,,,,,,7.2,N1
551,1018604,7.6,7.0,,,,,,,5.6,N1
552,1018605,,7.75,,,,6.0,7.25,7.75,,
553,1018606,3.2,6.75,,,,5.75,6.0,,,
554,1018607,,5.5,,,,4.75,7.5,7.25,,
555,1018608,,7.5,,,,5.5,5.75,,,
556,1018609,7.8,7.25,,,,10.0,9.75,,,
557,1018610,,6.25,,,,4.5,7.75,,,
558,1018611,,7.25,,,,4.25,4.25,,,
559,1018612,4.4,8.25,,,,,,,,
560,1018614,6.0,7.5,,,,7.25,8.0,7.5,5.2,N1
561,1018615,,5.25,,,,6.0,7.75,7.75,,
562,1018616,7.8,9.0,,,,8.25,8.0,8.75,8.4,N1
563,1018617,,6.25,,,,5.5,6.5,,,
564,1018618,,4.5,,,,3.75,7.75,,,
565,1018619,,2.5,,,,4.75,5.5,,,
566,1018622,,9.0,,,,,,,,
567,1018623,,9.0,,,,9.25,9.75,8.25,,
568,1018624,6.8,8.0,,,,,,,7.4,N1
569,1018626,,8.5,,,,6.25,7.5,,,
570,1018627,6.2,7.75,,,,,,,8.0,N1
571,1018628,,7.0,,,,8.5,8.75,,,
572,1018629,,7.25,,,,7.75,7.25,,,
573,1018630,7.6,9.25,,,,,,,6.2,N1
574,1018631,7.8,8.75,,,,,,,7.4,N1
575,1018632,7.8,8.5,,,,4.25,7.0,8.25,,
576,1018633,,6.25,,,,6.25,7.25,,,
577,1018634,7.4,9.25,,,,9.25,,,7.6,N1
578,1018635,,5.5,,,,6.0,7.0,7.5,,
579,1018638,,6.5,,,,,,,,
580,1018639,3.4,3.5,,,,8.0,7.75,8.75,,
581,1018641,,5.25,,,,8.5,9.25,10.0,,
582,1018642,,6.0,,,,4.5,4.5,,,
583,1018643,,5.0,,,,3.5,5.0,7.25,,
584,1018644,,8.5,,,,7.0,8.0,,,
585,1018645,,1.25,,,,7.0,6.5,8.5,,
586,1018646,8.2,8.75,,,,,,,8.6,N1
587,1018647,7.2,9.0,,,,6.25,7.5,8.75,4.6,N1
588,1018648,7.6,,6.75,3.0,,,,,6.8,N1
589,1018649,7.0,7.75,,,,,,,7.8,N4
590,1018650,7.6,,,,,,,,,
591,1018651,,8.0,,,,8.25,8.5,8.0,,
592,1018652,,8.75,,,,10.0,9.25,,,
593,1018653,7.4,8.75,,,,,,,5.6,N1
594,1018655,7.6,8.5,,,,5.5,,,6.2,N1
595,1018656,,8.75,,,,8.5,5.75,9.5,9.2,N1
596,1018657,8.2,8.75,,,,8.5,,,6.6,N1
597,1018658,8.4,9.5,,,,,,,8.4,N1
598,1018659,7.8,9.0,,,,,,,7.0,N1
599,1018662,7.0,7.5,,,,,,,6.6,N1
600,1018663,7.6,8.5,,,,,,,6.0,N1
601,1018664,7.6,8.25,,,,,,,5.8,N1
602,1018665,8.2,8.5,,,,,,,7.2,N1
603,1018666,,8.0,,,,7.25,7.0,,,
604,1018667,2.4,,3.0,3.5,,,,,,
605,1018668,8.0,7.5,,,,,,,6.6,N1
606,1018669,,6.75,,,,8.75,7.0,,,
607,1018670,7.4,,5.25,4.0,,,,,7.0,N1
608,1018671,5.6,,1.5,3.75,,,,,,
609,1018672,,7.5,,,,3.75,7.0,,,
610,1018673,,6.25,,,,4.75,6.75,,,
611,1018674,5.6,6.75,,,,6.75,8.0,8.25,,
612,1018675,,6.5,,,,8.0,7.75,9.5,,
613,1018676,6.8,8.5,,,,6.75,7.75,,7.6,N1
614,1018677,8.0,,,2.5,0.0,,,,,
615,1018678,6.6,7.75,,,,,,,5.4,N1
616,1018679,9.2,7.75,7.0,,,,,,8.0,N1
617,1018680,,6.75,,,,5.25,5.75,,,
618,1018681,6.4,8.25,,,,,,,4.6,N1
619,1018682,,8.25,,,,9.25,8.75,8.25,,
620,1018683,8.6,8.25,6.5,7.25,7.5,,,,,
621,1018684,,6.25,,,,5.75,7.0,,,
622,1018685,,7.0,,,,7.25,7.5,,,
623,1018687,,5.75,,,,4.0,5.5,7.75,,
624,1018688,,5.25,,,,5.5,7.75,7.5,,
625,1018689,,6.0,,,,3.0,5.5,,,
626,1018690,,8.0,,,,6.0,7.75,,,
627,1018691,7.2,6.0,,,,5.0,6.0,8.25,3.0,N1
628,1018692,,2.75,,,,4.5,5.75,,,
629,1018693,3.6,5.75,,,,4.0,7.25,7.0,,
630,1018694,,8.25,,,,6.75,8.75,,,
631,1018695,,4.0,,,,4.75,5.0,,,
632,1018696,8.2,8.25,,,,,,,5.8,N1
633,1018697,,5.5,,,,4.0,4.0,,,
634,1018698,,5.25,,,,5.0,7.25,8.5,,
635,1018699,7.6,,,6.5,8.25,,,,,
636,1018700,,3.25,,,,5.25,8.25,8.0,,
637,1018701,,4.0,,,,5.5,5.5,,,
638,1018703,8.2,7.5,,,,,,,6.4,N1
639,1018704,8.0,,4.75,5.25,,,,,,
640,1018705,8.6,,,8.0,7.25,,,,,
641,1018706,,2.5,,,,2.25,3.75,,,
642,1018708,5.4,7.0,,,,5.5,7.0,,,
643,1018709,6.8,,,7.0,6.75,,,,,
644,1018710,7.6,7.75,,,,,,,7.6,N1
645,1018711,8.2,,5.75,4.75,6.0,,,,,
646,1018713,9.0,,,9.25,9.5,,,,,
647,1018714,,8.5,,,,8.25,8.75,9.0,9.2,N1
648,1018715,8.4,9.25,,,,,,,8.6,N1
649,1018716,4.2,4.0,,,,7.25,7.5,7.25,,
650,1018717,,6.75,,,,3.5,6.25,,,
651,1018718,,6.5,,,,8.0,8.5,,,
652,1018719,6.6,7.5,,,,,,,7.4,N1
653,1018720,,6.75,,,,5.25,7.25,,,
654,1018721,8.4,9.25,,,,,,,6.2,N1
655,1018722,7.4,9.25,,,,8.75,9.0,9.25,6.6,N1
656,1018723,8.6,9.0,,,,,,,8.0,N1
657,1018724,,5.75,,,,4.25,4.25,7.75,,
658,1018725,,8.5,,,,,,,,
659,1039585,6.8,,5.5,5.0,,,,,,
660,1039586,8.4,6.75,,,,,,,5.6,N1
661,1039588,,8.5,,,,,8.75,,7.0,N1
662,1039589,8.2,8.75,,,,,,,6.8,N1
663,1039590,,8.75,,,,9.5,9.25,8.5,,
664,1039592,,8.5,,,,9.5,9.25,,,
665,1039593,,4.75,,,,6.0,6.75,,,
666,1039594,7.2,,5.75,4.75,,,,,,
667,1039595,8.2,9.5,,,,,,,7.4,N1
668,1039596,2.4,2.25,,,,4.75,5.0,6.5,2.2,N1
669,1039597,7.4,8.25,,,,5.0,6.75,8.5,5.2,N1
670,1039598,6.0,8.75,,,,,,,3.4,N1
671,1039599,7.8,,7.5,,,,,,5.4,N1
672,1039600,,3.25,,,,,,,3.0,N1
673,1039601,3.8,3.75,,,,3.75,3.5,,,
674,1039602,4.6,7.0,,,,9.25,8.5,9.25,,
675,1039604,5.4,8.0,,,,8.0,7.0,9.0,6.6,N1
676,1039605,7.0,9.0,,,,,,,5.2,N1
677,1039606,5.2,8.25,,,,,6.25,,3.4,N1
678,1039607,3.2,5.0,,,,3.0,5.25,5.25,7.0,N7
679,1039608,8.6,8.75,,,,,,,6.8,N1
680,1039610,5.4,6.0,,,,6.75,7.75,8.0,5.8,N1
681,1039611,8.2,9.25,,,,,,,7.0,N1
682,1039612,4.6,7.0,,,,,,,2.8,N1
683,1039613,,7.5,,,,8.0,8.5,7.75,,
684,1039616,,3.5,,,,4.0,3.0,6.75,,
685,1039619,7.4,9.0,,,,,,,6.4,N1
686,1039620,8.2,8.5,,,,9.0,7.75,8.75,6.0,N1
687,1039621,7.8,9.0,,,,7.25,7.0,9.25,,
688,1039622,5.4,,2.0,4.25,,,,,3.6,N1
689,1039623,7.2,,3.0,5.5,,,,,,
690,1039624,8.6,,9.0,,,,,,7.6,N1
691,1039625,8.4,8.75,,,,,,,6.2,N1
692,1039626,6.4,8.5,,,,,,,7.0,N1
693,1039627,,8.5,,,,,,,,
694,1039628,,5.0,,,,5.5,6.5,,,
695,1039629,7.8,7.75,,,,,,,5.8,N1
696,1039630,7.0,8.0,,,,4.5,3.25,,3.4,N1
697,1039632,,5.75,,,,5.25,8.0,,,
698,1039633,8.2,8.25,,,,,,,7.8,N1
699,1039634,1.8,6.25,,,,4.75,5.75,6.0,3.0,N1
700,1039635,6.8,8.0,,,,,,,8.8,N1
701,1039636,8.2,,4.75,3.5,,,,,,
702,1039637,,8.5,,,,8.25,6.75,,,
703,1039638,8.6,,9.5,,,,,,8.6,N1
704,1039639,8.8,8.5,,,,,,,8.0,N1
705,1039640,,6.5,,,,5.25,7.0,,,
706,1039641,,6.5,,,,7.75,7.5,,,
707,1039642,,8.0,,,,,,,,
708,1039643,,8.5,,,,9.25,8.25,,,
709,1039644,,5.75,,,,5.25,6.25,,,
710,1039645,,5.25,,,,7.25,7.75,,,
711,1039647,,7.0,,,,7.25,8.75,8.5,,
712,1039648,,6.75,,,,8.25,8.0,,,
713,1039649,3.0,4.0,,,,4.25,5.75,,,
714,1039650,8.6,,8.5,2.5,2.75,,,,7.6,N1
715,1039651,,8.75,,,,,,,,
716,1039652,8.2,7.75,,,,,,,3.2,N1
717,1039653,2.8,7.0,,,,,,,4.6,N4
718,1039654,,4.25,,,,4.25,5.75,,,
719,1039655,4.2,,4.25,1.75,,,,,,
720,1039656,8.4,8.75,,,,6.25,,,7.4,N1
721,1039657,,5.5,,,,5.25,7.25,,,
722,1039658,,7.25,,,,5.25,8.0,,,
723,1039659,7.8,,7.0,,,,,,6.0,N1
724,1039660,,8.25,,,,6.75,8.5,,,
725,1039661,,6.75,,,,8.0,8.25,,,
726,1039662,,6.75,,,,6.75,8.25,,,
727,1039663,8.2,6.75,6.5,5.0,,,,,3.8,N1
728,1039664,,2.75,,,,4.0,3.75,6.0,,
729,1039666,8.6,9.25,,,,,,,6.6,N1
730,1039667,4.4,7.5,,,,6.5,,,,
731,1039668,8.8,,8.0,7.0,,,,,,
732,1039670,6.2,7.0,,,,,,,8.4,N1
733,1039671,6.6,7.5,,,,,,,4.8,N1
734,1039673,7.6,7.0,,,,,,,7.0,N1
735,1039674,8.4,,,8.5,,,,,7.8,N1
736,1039675,7.6,8.0,,,,4.75,6.75,6.75,7.0,N1
737,1039676,2.2,2.25,,,,2.75,4.25,,,
738,1039677,8.2,7.25,,,,,,,7.4,N1
739,1039678,6.8,7.75,,,,,,,,
740,1039679,,3.25,,,,6.75,6.75,,,
741,1039680,7.6,,,,,,,,,
742,1039681,,,,,,6.0,7.0,9.0,,
743,1039682,7.0,,6.0,6.0,,,,,,
744,1039683,4.6,4.75,5.5,4.75,,,,,,
745,1039684,,5.0,,,,5.75,5.75,,,
746,1039685,7.0,7.0,3.0,,,,,,,
747,1039686,,8.75,,,,6.0,7.75,,,
748,1039687,3.2,2.5,2.75,2.75,4.5,,,,,
749,1039688,,7.25,,,,8.0,6.75,9.75,,
750,1039689,7.4,,5.25,7.5,,,,,,
751,1039690,8.4,,8.25,,,,,,7.8,N1
752,1039691,8.6,9.25,,,,,,,6.8,N1
753,1039692,,8.25,,,,,6.5,9.5,,
754,1039695,,9.0,,,,,,,,
755,1039696,,9.0,,,,8.75,8.75,,,
756,1039697,,7.25,,,,,,,,
757,1039698,7.8,6.5,,,,4.25,4.25,8.0,8.2,N1
758,1039699,,8.25,,,,8.25,7.75,8.25,,
759,1039700,7.4,7.75,,,,7.5,8.0,7.5,6.4,N1
760,1039701,1.6,1.5,,,,3.0,6.0,,,
761,1039703,3.8,,1.0,3.25,4.25,,,,,
762,1039704,8.8,9.0,,,,,,,7.6,N1
763,1039705,8.4,9.25,,,,,,,7.8,N1
764,1039706,7.2,,3.25,,,,,,4.6,N1
765,1039707,8.4,9.0,,,,,,,8.6,N1
766,1039708,,8.5,,,,9.0,8.75,7.5,,
767,1039709,7.8,6.25,6.25,4.5,4.25,,,,,
768,1039711,7.4,8.5,,,,,,,7.0,N1
769,1039713,8.0,7.75,,,,3.75,7.5,,6.4,N1
770,1039714,,,,,,5.75,4.0,8.25,,
771,1039715,8.0,6.5,7.0,2.75,5.0,,,,6.8,N1
772,1039716,8.6,,7.25,4.5,5.75,,,,5.6,N1
773,1039717,,6.5,,,,7.5,7.25,,,
774,1039718,6.6,7.0,,,,,,,3.2,N1
775,1039719,7.2,7.75,,,,,,,7.0,N1
776,1039720,6.6,8.25,,,,9.0,,,7.4,N4
777,1039722,7.8,8.5,,,,,,,8.0,N1
778,1039723,6.2,6.75,,,,,,,4.6,N1
779,1039724,,8.75,,,,9.0,9.25,,,
780,1039725,8.6,,8.25,,,,,,6.8,N1
781,1039726,,5.5,,,,5.25,7.5,,,
782,1039727,7.0,7.25,3.5,3.75,5.75,,,,5.4,N1
783,1039728,9.0,,8.25,8.0,2.75,,,,,
784,1039729,7.6,7.5,,,,,,,4.2,N1
785,1039730,,7.5,,,,5.0,6.0,,4.4,N1
786,1039731,6.4,9.25,,,,,,,5.4,N1
787,1039732,7.4,7.5,,,,,,,6.6,N1
788,1039733,8.6,9.0,5.5,4.75,6.25,,,,8.6,N1
789,1039735,,5.75,,,,2.25,4.5,6.5,,
790,1039736,,5.5,,,,5.25,7.0,,,
791,1039737,8.0,6.5,7.0,7.0,4.25,,,,4.0,N1
792,1039738,9.0,,,6.75,7.0,,,,,
793,1039739,5.0,7.5,,,,,,,5.0,N1
794,1039740,,5.75,,,,7.5,8.75,8.75,,
795,1039741,7.2,8.25,,,,7.0,0.0,0.0,6.6,N1
796,1039742,8.0,6.75,,,,,,,5.2,N1
797,1039744,6.4,8.75,,,,,,,,
798,1039745,3.0,2.5,,,,2.75,3.0,,,
799,1039746,7.8,8.75,,,,,,,6.0,N1
800,1039747,,1.75,,,,3.0,3.75,8.5,,
801,1039748,7.2,,,,,,,,,
802,1039750,,5.75,,,,5.5,7.5,,,
803,1039751,,5.75,,,,6.0,7.5,9.0,,
804,1039752,5.2,,,,,,6.5,9.25,,
805,1039753,,7.0,,,,4.75,6.0,,,
806,1039754,7.4,9.5,,,,,,,7.4,N1
807,1039755,6.6,6.5,3.25,,,,,,5.2,N1
808,1039756,,6.75,,,,7.0,5.75,8.5,,
809,1039759,,,,,,2.25,4.75,1.75,,
810,1039761,8.2,,6.75,,,,,,,
811,1039762,,6.25,,,,5.5,8.0,,,
812,1039763,5.2,7.25,,,,4.5,5.0,,,
813,1039764,6.4,7.25,,,,5.5,5.5,6.75,4.6,N1
814,1039765,7.2,7.0,,,,,,,6.8,N1
815,1039766,7.0,8.25,,,,,,,5.4,N1
816,1039767,7.8,8.25,6.25,4.5,4.75,,,,6.6,N1
817,1039769,8.0,7.75,,,,6.75,8.5,,,
818,1039770,6.2,,,,,5.0,6.25,,,
819,1039771,8.2,9.25,,,,8.25,8.0,,8.4,N1
820,1039772,7.6,7.5,,,,,,,3.8,N1
821,1039773,8.2,6.25,,,,,,,2.4,N1
822,1039774,8.8,6.5,7.5,6.75,,,,,,
823,1039775,,1.25,,,,2.25,2.5,,,
824,1039776,2.0,1.25,,,,4.0,3.0,,,
825,1039777,8.4,,5.75,,,,,,6.0,N1
826,1039778,7.8,,7.25,7.0,5.0,,,,,
827,1039779,,2.75,,,,3.25,2.75,,,
828,1039780,7.6,8.0,,,,,,,5.0,N1
829,1039781,6.8,8.5,,,,,,,8.0,N4
830,1039782,7.6,9.25,,,,,,,6.0,N1
831,1039783,8.4,7.0,,,,,,,4.4,N1
832,1039784,7.8,,6.5,3.5,,,,,,
833,1039785,6.4,5.0,4.75,4.0,4.25,,,,2.0,N1
834,1039786,7.4,,9.0,,,,,,7.2,N1
835,1039787,2.6,1.75,,,,3.75,,,,
836,1039788,,3.25,,,,5.25,7.5,8.25,,
837,1039789,,5.5,,,,3.75,5.0,5.5,,
838,1039790,,,,,,5.25,7.25,8.25,,
839,1039791,7.8,,7.75,1.75,1.5,,,,8.2,N1
840,1039792,8.4,,,,,,,,,
841,1039793,6.2,,4.25,,,,,,3.8,N1
842,1039794,,7.5,,,,8.0,8.25,,,
843,1039795,7.6,7.75,,,,,,,8.0,N1
844,1039796,,,,,,3.0,3.75,5.25,,
845,1039797,8.2,,8.0,8.0,,,,,,
846,1039798,8.2,8.5,,,,,,,5.4,N1
847,1039799,7.0,7.5,,,,,,,3.2,N1
848,1039800,8.4,9.25,7.75,,,,,,6.8,N1
849,1039801,7.8,,7.0,7.0,7.25,,,,,
850,1039802,6.8,,3.25,6.25,,,,,,
851,1039803,8.0,,7.25,7.25,,,,,,
852,1039804,6.6,7.25,,,,7.25,8.5,,3.2,N1
853,1039805,5.4,9.0,,,,,,,6.2,N1
854,1039807,,,5.75,4.75,5.0,,,,,
855,1039808,7.0,7.0,,,,4.75,,8.75,,
856,1039809,,7.5,,,,9.75,9.75,,,
857,1039810,7.4,7.75,,,,9.0,8.75,8.0,,
858,1039811,7.6,7.0,,,,,,,,
859,1039812,6.6,9.0,,,,,,,5.2,N1
860,1039814,8.4,6.0,,,,,,,4.8,N1
861,1039815,,7.75,,,,9.0,9.5,,,
862,1039816,,9.0,,,,6.25,7.25,9.0,6.2,N1
863,1039817,7.0,9.0,,,,,,,4.6,N1
864,1039818,7.6,7.75,,,,,,,7.2,N1
865,1039819,6.0,6.75,,,,,,,,
866,1039820,7.4,8.75,,,,4.75,8.5,7.5,6.4,N1
867,1039821,8.2,8.0,7.5,3.25,,,,,2.6,N1
868,1039822,8.2,9.25,,,,,,,8.2,N1
869,1039823,8.4,7.75,,,,,,,6.8,N1
870,1039824,8.6,8.5,,,,,,,8.0,N1
871,1039825,7.2,7.5,,,,7.25,7.25,8.25,5.6,N1
872,1039826,7.2,8.5,,,,,,,6.0,N1
873,1039828,,8.0,,,,9.25,7.75,,,
874,1039829,8.0,5.5,6.25,,,,,,5.2,N1
875,1039830,5.2,,2.0,3.5,,,,,,
876,1039831,3.2,7.5,,,,8.25,,,,
877,1039832,,9.0,,,,9.5,9.5,,,
878,1039833,,4.5,,,,6.75,8.5,,,
879,1039834,8.4,8.5,,,,,,,7.0,N1
880,1039835,,6.0,,,,5.25,5.25,7.0,,
881,1039836,,1.75,,,,4.75,4.25,7.5,,
882,1039838,7.4,,8.0,5.75,,,,,,
883,1039839,,6.75,,,,5.5,5.0,,,
884,1039840,,5.5,,,,7.75,8.25,,,
885,1039841,,6.5,,,,4.75,6.75,7.75,,
886,1039843,,1.25,,,,2.25,3.75,4.0,,
887,1039844,7.2,,5.5,,,,,,3.2,N1
888,1039846,,8.25,,,,9.0,8.75,,,
889,1039848,3.8,6.0,,,,4.75,5.5,,,
890,1039849,2.0,5.25,,,,4.0,4.25,,,
891,1039850,4.4,,,,,,,,4.2,N1
892,1039851,7.4,6.25,5.25,,,,,,4.2,N1
893,1039852,,6.75,,,,6.0,6.5,,,
894,1039853,,5.5,,,,5.0,3.25,,,
895,1039854,,4.75,,,,4.25,6.25,6.5,,
896,1039855,2.2,4.0,2.25,3.25,,,,,,
897,1039856,7.8,,,,,,,,3.8,N1
898,1039857,,7.25,,,,5.0,5.25,,,
899,1039858,2.6,7.5,,,,3.25,5.25,6.5,,
900,1039859,7.4,8.0,,,,,,,6.2,N1
901,1039860,7.4,7.5,,,,,,,5.6,N1
902,1039861,2.4,2.0,,,,3.75,4.75,,,
903,1039862,3.2,3.75,,,,4.25,3.0,,,
904,1039863,9.2,8.5,,,,6.75,8.25,9.0,7.0,N1
905,1039864,2.4,4.5,,,,4.0,5.0,7.5,2.4,N1
906,1039865,8.0,,3.75,7.75,8.75,,,,,
907,1039866,2.8,7.25,,,,4.5,7.25,8.25,2.2,N1
908,1039867,,8.0,,,,7.75,7.75,,,
909,1039868,,6.0,,,,,,,,
910,1039869,,5.75,,,,6.25,6.5,,,
911,1039870,7.4,8.75,,,,6.5,7.75,,4.4,N1
912,1039871,8.6,8.25,,,,,,,7.4,N1
913,1039872,,2.75,,,,4.0,3.0,6.0,,
914,1039873,2.0,7.75,,,,5.25,7.25,8.25,4.2,N1
915,1039874,8.6,9.5,,,,,,,8.2,N1
916,1039875,5.6,,3.5,4.25,,,,,3.6,N1
917,1039876,6.8,,6.0,2.75,1.75,,,,4.8,N1
918,1039877,7.4,9.25,,,,,,,,
919,1039878,7.4,6.75,,,,9.25,,,7.6,N1
920,1039879,8.0,8.0,,,,,,,5.6,N1
921,1039880,8.0,,,,,,,,3.6,N1
922,1039881,,8.5,,,,7.5,7.75,9.25,,
923,1039882,7.0,,,5.5,5.5,,,,,
924,1039883,4.8,,3.75,3.75,,,,,,
925,1039884,8.0,9.25,,,,,,,3.6,N1
926,1039885,8.8,,7.75,,,,,,7.0,N1
927,1039886,8.8,,7.0,,,,,,8.0,N1
928,1039887,,7.25,,,,,,,,
929,1039888,7.4,8.75,,,,,,,4.8,N1
930,1039890,3.4,3.25,,,,5.25,5.0,7.25,,
931,1039891,6.6,5.0,,,,4.5,5.0,8.0,5.8,N1
932,1039892,7.0,7.75,,,,,,,6.0,N1
933,1039894,8.8,7.75,,,,,,,6.8,N1
934,1039895,8.2,,7.0,7.5,,,,,,
935,1039896,8.0,7.75,,,,,,,6.0,N1
936,1039897,7.8,6.25,6.0,5.25,6.0,,,,4.6,N1
937,1039898,7.0,8.5,,,,,,,4.6,N1
938,1039899,6.4,7.0,,,,,,,4.8,N1
939,1039900,7.6,6.75,,,,,,,4.2,N1
940,1039901,3.0,7.75,,,,,,,4.6,N1
941,1039903,3.6,,,,,,,,2.8,N1
942,1039906,8.4,,7.0,7.75,,,,,,
943,1039907,7.2,7.0,,,,5.75,7.75,,4.2,N1
944,1039908,,9.0,,,,,,,,
945,1039909,8.0,7.25,,,,,,,5.2,N1
946,1039910,8.8,,8.25,,,,,,,
947,1039911,,7.5,,,,6.5,8.0,,,
948,1039912,,4.5,,,,5.25,4.5,,,
949,1039913,,8.0,,,,5.75,6.75,,,
950,1039914,,,,,,5.0,4.5,7.25,,
951,1039915,8.2,9.0,,,,,,,7.2,N1
952,1039917,,,,,,2.5,2.75,6.0,,
953,1039918,,8.25,,,,8.25,9.25,,,
954,1039919,6.6,,2.75,3.0,,,,,,
955,1039920,8.2,,7.5,,,,,,6.8,N1
956,1039922,8.8,8.25,,,,,,,8.0,N1
957,1039923,,7.5,,,,5.0,5.25,,,
958,1039925,,5.25,,,,4.75,7.25,,,
959,1039926,7.2,,4.0,4.0,6.0,,,,,
960,1039927,8.0,8.0,6.75,8.0,5.5,,,,6.8,N1
961,1039928,6.6,5.75,,,,,,,4.0,N1
962,1039929,7.8,,6.0,7.25,,,,,,
963,1039930,,6.75,,,,7.5,8.5,,,
964,1039931,9.0,,6.5,,,,,,5.4,N1
965,1039934,8.2,8.25,7.5,,,,,,8.4,N1
966,1039935,6.6,8.0,,,,,,,5.6,N1
967,1039936,,7.75,,,,9.25,8.75,9.0,,
968,1039937,6.2,7.75,,,,,,,3.6,N1
969,1039938,8.4,9.0,,,,8.25,8.75,,,
970,1039939,4.4,6.25,,,,3.5,4.75,6.25,4.4,N1
971,1039940,7.6,,,9.0,9.0,,,,,
972,1039941,8.8,,,6.5,6.5,,,,,
973,1039942,,7.75,,,,,,,,
974,1039943,,7.25,,,,5.75,7.25,,,
975,1039944,,9.0,,,,9.5,9.5,,,
976,1039945,,,,,,4.5,5.5,7.75,,
977,1039946,5.6,8.0,,,,7.25,8.0,7.75,5.4,N1
978,1039947,3.2,4.0,,,,4.5,4.25,7.25,2.6,N1
979,1039948,8.4,8.25,9.0,,,,,,6.0,N1
980,1039949,,,,,,3.75,3.75,7.75,,
981,1039950,,0.75,,,,3.5,4.5,3.75,,
982,1039951,7.4,8.0,,,,,,,4.0,N1
983,1039952,4.6,8.0,,,,,,,4.8,N1
984,1039953,8.2,9.0,,,,3.5,3.0,1.0,8.2,N1
985,1039955,8.4,8.25,,,,,,,8.8,N1
986,1039956,7.2,8.75,,,,,,,5.8,N1
987,1039957,1.6,2.0,,,,3.0,2.5,,,
988,1039958,,8.75,,,,,5.25,8.0,6.4,N1
989,1039959,8.4,9.0,,,,7.75,9.0,,,
990,1039960,7.6,8.25,,,,,,,6.2,N1
991,1039962,7.0,6.0,,,,,,,3.8,N1
992,1039963,6.8,,6.0,6.25,,,,,,
993,1039964,,,,,,5.25,5.5,8.0,,
994,1039965,6.8,7.5,,,,,,,5.4,N1
995,1039966,,7.25,,,,9.5,8.0,,,
996,1039967,5.8,8.75,,,,3.75,7.5,6.5,5.8,N1
997,1039968,8.0,,6.25,6.75,,,,,,
998,1039969,,6.0,,,,7.75,8.75,,,
999,1039970,8.0,,7.0,6.25,,,,,,
